callsign,route
NOZ1256 ,ENGM_EHAM
SAS489  ,ESSA_ENGM
TRA568L ,EHAM_EHAM
CFG6EP  ,LEPA_EDDS
TRA77B  ,EHAM_LEBL
OAV303P ,LSGG_EHAM
PGT2819 ,LTCG_LTFJ
DAH1231 ,LFPG_DAAG
VLG1TR  ,LEBL_LFPO
GAYFC   ,EGCJ_EGCJ
EZY74MQ ,EGKK_LIRF
QTR4Y   ,EHAM_LFPG
SAS287  ,ENGM_ENBR
TAH7103 ,LTAI_EDDK
SWR7LV  ,LSZH_LSGG
AUA372A ,EHAM_LOWW
EWG2AN  ,EDDB_LEPA
IBS39RT ,LEMD_LEMD
GES721Y ,LEMD_LEIB
KLM7909 ,EHGG_EHGG
UAL928  ,EGLL_KORD
RYR3947 ,LICJ_LIRF
CXI8ZH  ,EDDL_LEPA
WFL3410 ,LEMD_LEMD
TRA8X   ,EHAM_EHAM
CFG5ED  ,LEPA_EDDF
NJE319M ,LIML_LICZ
MABEU   ,EGSS_EIDW
TOM5JK  ,EGKK_LIRF
GEC8348 ,EDDF_LEMD
ULC10   ,LSGG_LFMN
THY5GD  ,LTFM_LTAI
DAH1214 ,DAAG_LFPG
BAW913U ,EDDF_EGLL
KLM47C  ,EHAM_LOWW
TOM96C  ,EGKK_LEMG
AAR795  ,LOWW_EDDF
SAS4031 ,ENGM_ENZV
CFG1PW  ,LEPA_EDDL
IBE34AY ,LEMD_LFPG
RYR51SH ,EDDH_LEPA
CFG4MK  ,EDDM_LEPA
SAS286  ,ENBR_ENGM
EFW5RS  ,LEMG_EGKK
PGT66TP ,LTFJ_LTCG
AFR55WZ ,LFML_LFPG
VLG8471 ,EGKK_LEAL
SAS92R  ,ENZV_ENBR
BAW317  ,LFPG_EGLL
RYR7MC  ,LIRF_LICJ
EWG63M  ,LOWG_LOWG
SWR2LW  ,LEPA_LSZH
KLM734  ,EHAM_EHAM
THY4XU  ,LTFM_LTFM
ITY1779 ,LIRF_LICJ
PGT2820 ,LTFJ_LTCG
TAH2103 ,LTAI_EDDK
TVF91BV ,LEMD_LFPO
INI362  ,LEIB_LEMD
CFG1CA  ,EDDL_LEPA
QTR8039 ,EHAM_ENGM
AFR79RW ,LFPO_LFMN
VLG88MQ ,LEBL_LFPO
IBS38LD ,LEMD_LEMD
WIF14C  ,ENBR_ENZV
WFL3409 ,LEMD_LEMD
EWG5GA  ,LEPA_EDDS
VLG707P ,LEIB_LEBL
THY1159 ,LTAI_EGKK
NSZ3197 ,ESSA_EKCH
ORO1041 ,LEBL_LEIB
DLH23A  ,LEPA_EDDF
BCS6725 ,EHAM_LEMD
AKK2    ,ENGM_ENVA
EJU72MU ,LIMC_LEBL
THY056  ,LTFM_LTFM
EZY93XF ,EGKK_LEMG
TAY6LC  ,LEBL_LFPG
DLH4HH  ,EHAM_EDDM
EJU83DG ,LEPA_EGCC
PGT2244 ,LTFJ_LTFE
JEF22   ,EGCC_EHAM
N142AA  ,LSZH_LSZH
EJU152A ,LIMC_LICZ
GIDID   ,EGLK_EGLK
TVF11YE ,LEBL_LFPO
EXS74AN ,EGNX_EGNX
IBE31RL ,EGLL_LEMD
SUZ10   ,EHTE_EHTE
IRICI   ,LIRU_LIRU
MGH101  ,LTAI_EDDL
CFG8EP  ,LEPA_EDDF
AUA3NA  ,EHAM_LOWW
ITY1783 ,LIRF_LICJ
OEDDA   ,LIRU_LIRU
VLG872P ,LFPO_LIRF
EZY6305 ,EGKK_LEMG
CFG1ML  ,EDDL_LEPA
KLM1480 ,LFMN_EHAM
PJZ037  ,EGLL_LSGG
THY4DU  ,LTFM_LTFM
AUA3SV  ,EHAM_LOWW
FYS40AK ,LECU_LECU
RYR2EW  ,LIRF_LICJ
EJU3786 ,LEBL_LIMC
KLM9956 ,EIDW_EHAM
VLG303P ,EHAM_LEBL
DAH1230 ,DAAG_LFPG
GAC421T ,LSGG_EHAM
PGT90X  ,LTAI_LTFJ
DFL5980 ,ESSB_ESSB
LCO1513 ,EHAM_LEMD
TJD801  ,EHAM_LFMN
TKJ5JW  ,LTFJ_LTAI
RYS7069 ,EPWA_LTAI
BAW782F ,EGLL_ESSA
JFA40K  ,EHAM_LOWW
BLADE41 ,LKPD_LKPD
AAL9600 ,EGLL_KJFK
NSZ3204 ,EKCH_ESSA
CFG5WA  ,LEPA_EDDS
TRA26A  ,EHAM_EHAM
TAP2734 ,LPPT_LFPO
TRA959C ,EHAM_LPPT
PH4P4   ,EBZH_EBZH
OKTKJ   ,LKHK_LKHK
OHDTG   ,EFTP_EFTP
SWR1AW  ,EDDB_LSZH
MGH302  ,EDDL_LTAI
ITY1777 ,LIRF_LICJ
AEZ143P ,LIRF_LICJ
EWG5RK  ,LEPA_EDDS
SWT7881 ,LEIB_LEPA
THY5VC  ,LTFM_LTFM
RYR1WQ  ,EDDB_LEPA
PGT633N ,LTFJ_LTCG
IRM115  ,LTFM_OMDB
TOM1GN  ,EGKK_LEPA
IBE30SF ,LEBL_LEMD
TKJ54X  ,LTFJ_LTFE
SWR5LV  ,LSZH_LSZH
BA925   ,EIDW_EGKK
CFG9FT  ,LEPA_EDDL
TAH2328 ,EDDM_LTAI
EZS53PR ,LSGG_LFMN
AFR1355 ,DAAG_LFPG
DRAGN11 ,ENBO_ENGM
FJGII   ,LFPN_LFPN
PHKEK   ,EHAM_EKCH
GOLGE   ,EGHH_EGHH
RYR5485 ,LPPR_LEMD
EWG6900 ,EDDL_LEPA
TVF4750 ,LFPO_LEBL
EZY8139 ,EGKK_LEMG
UAL959  ,EGLL_KORD
FDB3VG  ,OMDB_LTFM
TRA5585 ,EHAM_LFMN
CFG4YA  ,LEPA_EDDS
FHY756  ,EPWA_LTAI
ANE88BP ,LEIB_LEPA
IBS3836 ,LEMD_LEMD
CXI61PD ,LEPA_EDDL
KAC156  ,LTFM_OMDB
TRA088  ,LEMG_EHAM
PHFJK   ,LSZH_EHAM
DLH9903 ,LFMN_LFPG
CFG9KL  ,EDDF_LEPA
EJU91JT ,LFMN_LFPO
CFG2XY  ,LEPA_EDDF
SWT7771 ,LEPA_LEIB
GWI91XA ,EDDH_EDDM
OKVUA19 ,LKHK_LKHK
BNO93J  ,ENGM_ENVA
ANE45RA ,LEPA_LEIB
VJH817H ,LEBL_LEMG
CFG6AL  ,EDDH_LEPA
EIAER   ,LPFR_EIDW
HBYTM   ,LSZL_LSZL
FBY47C  ,LEBG_LEBG
OKYUA95 ,LKHK_LKHK
EJU38ZQ ,EDDB_LEPA
EJU42DA ,LFPG_EKCH
CFG6ZC  ,EDDK_LEPA
WMT2CA  ,LFPO_LIRF
FBY21AS ,LEBG_LEBG
SWT7772 ,LEIB_LEPA
CFG9HE  ,LEPA_EDDF
TVF77ZC ,LFPO_LEBL
VLG3JV  ,LEBL_LEIB
RYR93GT ,EDDB_LEPA
CFG6LA  ,LEPA_EDDH
ECA2UN  ,EHAM_EKCH
EVE858  ,LEMD_LEMD
GCGPR   ,EGTB_EGTB
KLM41F  ,EHAM_LFMN
CFG1ZF  ,LEPA_LSZH
NSZ3636 ,EKCH_LFPG
AFR79FC ,LFPG_LFML
TCKNK   ,LTFM_LTFE
CFG1VA  ,EDDF_LEPA
SWT7885 ,LEIB_LEPA
TCKYA   ,LTAI_LTFM
TRA6223 ,EHAM_LEMG
PTN625Q ,EHAM_LFMN
ECNSI   ,LELL_LELL
KLM1198 ,ENGM_EHAM
CFG3YZ  ,LEPA_EDDL
FHTQK   ,LFLU_LFLU
SXS1CW  ,LTAI_EGKK
DAL9888 ,LFMN_LFPG
FPO272  ,DAAG_LFPG
DMKKE   ,EDNA_EDNA
DMWZI   ,LOGW_LOGW
VLG505P ,LEMG_LEBL
SCQZ3Y  ,ENGK_ENGK
VLG8218 ,LEBL_LFPO
ITY1791 ,LIRF_LICJ
IGO017  ,LTFM_LTFM
SAS365  ,ENVA_ENGM
ECNNO   ,LELL_LELL
ITY2058 ,LIRF_LIML
EJU9044 ,LIMC_LEBL
TKJ6FJ  ,LTFJ_LTAI
VJT486  ,LEIB_LEBL
EAX1FS  ,LELL_LELL
EDW36W  ,LSZH_LSZH
EJU91DR ,LFPO_LFMN
KLM25G  ,EHAM_LFMN
TOM41G  ,LEPA_EGCC
BAW7CP  ,EGLL_KORD
VJT453  ,EHAM_ESSA
RYR676N ,LEMG_LEBL
THY2BV  ,LTFM_LTFM
DCTOM   ,EDDM_EDDH
KZR917  ,OMDB_LTFM
EJU19AE ,LEMD_LFPG
SAS723  ,EFHK_ESSA
UNI137  ,EDDK_LEPA
CFG4WA  ,EDDL_LEPA
TOM2108 ,EGCC_LEPA
SAS1548 ,EHAM_EKCH
RYR8578 ,LEMG_EIDW
ITY1769 ,LIRF_LICJ
KLM36X  ,ENGM_EHAM
NSZ3538 ,EKCH_EHAM
IBE34BA ,LEMD_LFPG
IBE6673 ,LEMD_LEMD
UAE4AJ  ,OMDB_LTFM
VJT423  ,EHAM_EDDF
EZY17RD ,EGKK_LEAL
CND598  ,EHAM_EHAM
SWR915W ,LSZH_LSGG
IBB6XE  ,LEMD_LEMD
AFR13MQ ,LEMD_LFPG
CFG8HF  ,EDDH_LEPA
DAH1301 ,LFPG_DAAG
TOM7PX  ,LEPA_EGCC
AEE2LK  ,LGAV_LCLK
RYR2PK  ,LIRF_LICJ
SABIO02 ,LPBJ_LPBJ
WIF63M  ,ENBO_ENVA
ITY1710 ,LICZ_LIRF
EJU59UQ ,EDDB_LEPA
MGH702  ,EDDL_LTAI
CFG8XF  ,LEPA_EDDL
VLG5MK  ,LEBL_LEMH
CFG7TE  ,EDDL_LEPA
CFG6XA  ,EDDL_LEPA
ETD914  ,EHAM_LEMD
CFG4AF  ,EDDL_LEPA
DAL288  ,KJFK_LFPG
ITY1781 ,LIRF_LICJ
PGT5816 ,EGCC_LTAI
PGT94XV ,LTAI_LTFJ
SAS34L  ,LFPG_EKCH
IAW221  ,OMDB_LTFM
EZY13HN ,EGKK_LEAL
TAP3831 ,LPPT_LPMA
EXS4TB  ,EGCC_LEMG
QGA34E  ,LSZH_EDDB
DAH1011 ,LFPO_DAAG
EXS48EJ ,EGNX_EGNX
JAF810P ,EBMB_LEMD
RYR6TN  ,EGCC_LEMG
WIF533  ,ENBR_ENZV
EZY53BC ,EGKK_LPFR
TCAHJ   ,LTBW_LTBW
EZY28ZU ,EGCC_EHAM
TCCLG   ,LTFJ_LTFE
GFA945  ,LGAV_LCLK
TOM7PC  ,LEPA_EGCC
TOM5BH  ,EGCC_LEPA
VJT464  ,LEMD_LEIB
CFG5WP  ,LEPA_EDDL
DLH01J  ,EDDM_LEPA
TKJ7LA  ,LTFJ_LTAI
EJU8541 ,EGKK_LPFR
ECA2RT  ,LEMG_LEBL
CFG8LM  ,EDDH_LEPA
FPO271  ,LFPG_DAAG
SIA7393 ,EGLL_EHAM
BAW776F ,EGLL_ESSA
RYR549E ,LEAL_EGCC
THY3123 ,EDDM_LTAI
CAI41WY ,LTAI_EDDL
AEA9047 ,LEMD_LEMD
IBE33GT ,LEMD_LFPG
VLG606P ,LEMG_LEBL
KLM1516 ,LEBL_EHAM
GES441S ,LEMD_LEBL
AFR1854 ,LFPG_DAAG
KLM30N  ,ENGM_EHAM
CND253P ,LPPT_EHAM
TRA16Z  ,LEMG_EHAM
OCN7DP  ,EDDF_LEPA
CAO1036 ,LFPG_EDDF
CAZ401  ,LSZH_LEPA
F PRVG  ,LFRV_LFRV
NOZ1405 ,EKCH_ENGM
ANE004  ,LEMD_LEBL
TAR607  ,LEMD_LEMD
SXS9YX  ,EGKK_LTAI
CFG6KH  ,EDDL_LEPA
CFG7KC  ,EDDL_LEPA
CAI084P ,LTAI_LTFM
NOZ891  ,EHAM_ESSA
DMYVY   ,EDNY_EDNY
THY2EK  ,LTFM_LTFM
SWT103  ,LEPA_LEIB
MSC3304 ,LEMD_LEBL
RYR304W ,LIRF_LICJ
TUA921  ,OMDB_LTFM
MGH102  ,EDDL_LTAI
CAI1074 ,LTAI_EDDK
RYR9UD  ,LICZ_LIRF
EJU9042 ,LFPG_EHAM
TKJ2DN  ,LTAI_LTFJ
ECKES   ,LEBL_LEMG
WIF3GJ  ,ENBR_ENZV
SWT7773 ,LEPA_LEIB
TVF387N ,LPPR_LFPO
RUK204  ,EIDW_EGSS
VLG367G ,LFPO_LEBL
THY9PR  ,LTFM_LTFE
DLH11V  ,LEPA_EDDM
PTN662D ,EHAM_LSZH
CFG7YA  ,LEPA_EDDM
EWG1XP  ,EDDM_EDDH
VLG38YG ,LEBL_LIRF
VLG8XH  ,LEBL_LEMG
AEA9049 ,LEMD_LEMD
DAH1007 ,LFPO_DAAG
RJA109  ,LEMD_LEBL
NJE435B ,EHAM_LFMN
DLH8WU  ,EDDF_EDDM
KLM89T  ,EHAM_ESSA
TRA5134 ,LEBL_EHAM
RYR3701 ,EGNX_EGNX
ITY1799 ,LIRF_LICJ
CFG1WZ  ,EDDL_LEPA
BCS6717 ,EGLL_EDDF
CFG9TH  ,LEPA_EDDL
AFR4147 ,LFMN_LFPO
GAC472S ,LSZH_EHAM
KLM1905 ,EHAM_LOWW
DIIMO   ,EDFE_EDFE
HBFLX   ,LSGG_LSZH
IBE34KG ,LEMD_LFPG
VLG3RA  ,LEBL_LEMH
EWG2AE  ,EDDM_EDDH
EJU64CB ,LSGG_EHAM
ITY2071 ,LIML_LIRF
CFG5YW  ,EDDL_LEPA
SYS653  ,EGOS_EGOS
CAI4X   ,LTAI_EDDK
AFR77NK ,LFPO_LFMN
BAW912N ,EGLL_EDDF
CFG5VT  ,LEPA_LSZH
KLM59U  ,EHAM_ESSA
TKJ76Z  ,LTFJ_LTFE
TAP383Z ,LPPT_LPMA
GFA045  ,OMDB_LTFM
PGT41KL ,LTFJ_LTAI
TAH7104 ,EDDK_LTAI
CFG5DP  ,EDDF_LEPA
TVF29YC ,LFPO_DAAG
N11FX   ,LOWS_LOWS
EJU37RJ ,LPPT_LPMA
JFA34J  ,LSZH_LSGG
THY508  ,LTFM_LTFM
SIA7395 ,EGLL_EHAM
CFG3PW  ,LEPA_EDDL
TFL6NL  ,EHAM_EHAM
9HSDW   ,LELL_LELL
EZS32QB ,LSGG_EHAM
TRA5953 ,EHAM_LPPT
CAI4F   ,EDDL_LTAI
CFG4CH  ,LEPA_EDDL
DELAV   ,EDKB_EDKB
ANE3033 ,LEMD_LEMD
SEH5HG  ,LGAV_LGTS
CFG9ZW  ,LEPA_EDDL
VJH387  ,EGLC_EHAM
BCS3165 ,ENBR_ENZV
UAE9906 ,EHAM_LEMD
GFELC   ,EGLK_EGLK
IAE5763 ,LTFM_LTFM
TKJ6GM  ,LTFJ_LTFE
SWR291X ,LSZH_LSGG
EXS1KR  ,LEAL_EGCC
RZO366  ,LPPT_LPMA
MBIGK   ,LSGG_LFMN
RYR6AZ  ,LEMD_LEMD
AFR24ZL ,LFMN_LFPO
TRA11K  ,LPPT_EHAM
STQ444  ,LEMD_LEPA
ITY1785 ,LIRF_LICJ
NOZ3LH  ,EKCH_ESSA
DCAWX   ,LEPA_EDDH
EJU73ZE ,LSGG_EHAM
CXI55DE ,EDDL_LEPA
AEZ146R ,LIRF_LICJ
CPA2068 ,EHAM_EDDF
AFR15CB ,LFPO_LFMN
RUK203  ,EGSS_EIDW
CFE89W  ,EGLC_EHAM
SAS4156 ,ENBR_ENVA
GGOLX   ,EGBJ_EGBJ
EXS7JN  ,EGCC_LEMG
TOM6VC  ,EGCC_LTAI
HLE21   ,EGKR_EGKR
DERKE   ,EDWU_EDWU
PGT2009 ,LTAI_LTFJ
SAS9235 ,ENGM_EKCH
CFG8DA  ,LEPA_EDDL
IBE3411 ,LFPO_LEMD
GAC751N ,EHAM_EDDF
DLH99F  ,EDDM_LEPA
NJE402F ,LOWW_EDDB
SABIO15 ,LPBJ_LPBJ
N82HP   ,EDDM_EDDB
AEE904  ,LGAV_LCLK
THY2475 ,LTFM_LTFM
EST9002 ,EKCH_ESSA
VJT708  ,EGCC_LEMG
FBY743S ,LEBG_LEBG
KLM43F  ,EHAM_LFMN
LDX18   ,EHAM_LFMN
MGH720  ,EDDM_LTAI
SEH822  ,LGAV_LIRF
DIEGA   ,EDDK_LEPA
WIF6FP  ,ENGM_ENVA
ITY1722 ,LICZ_LIRF
RYR3GE  ,LEMG_EIDW
KLM58K  ,ENGM_EHAM
CFG8MK  ,EDDL_LEPA
SFG55A  ,EHAM_ESSA
SNM923  ,LSGG_LFMN
KLM91Y  ,EHAM_ESSA
A7MHH   ,LFMN_LFPO
DCAWP   ,LEMD_LEIB
CPA064  ,EDDF_EHAM
AFR12GA ,LFMN_LFPO
TCSKO   ,LTFM_LTFE
CAI6D   ,EDDL_LTAI
TKJ5205 ,LTFJ_LTAI
SAS57E  ,ENGM_ENZV
ENT1508 ,EPPO_EPPO
TRA6224 ,LEMG_EHAM
CFG3KA  ,LEPA_EDDL
TOM1EK  ,LEPA_EGKK
RYR8H   ,EGKK_EIDW
NJE604L ,LEIB_LEMD
TKJ5LG  ,LTFJ_LTFE
RRR860  ,EGVN_EGVN
QFY58V  ,LECU_LECU
EWG1BA  ,EDDH_EDDM
N650XA  ,LSGG_LFMN
FPO652  ,DAAG_LFPG
SCQ9Y   ,ENGK_ENGK
TVF67KQ ,LEMD_LFPO
BAW46BL ,EGLL_LEMD
SJI1    ,LEPA_LEBL
BAW462V ,EGLL_LEMD
RYR18GT ,LEPA_EDDH
IBE3410 ,LEMD_LFPO
GAC694B ,EHAM_EDDM
ELY355  ,LFPG_EDDF
QTR73E  ,EGLL_OMDB
JFA54J  ,EHAM_LSZH
SAS4189 ,ENBR_ENZV
EWG6PM  ,EDDB_LEPA
KLM1479 ,EHAM_LFMN
CAI91JG ,EDDK_LTAI
EXS3BD  ,EGCC_LTAI
CFG5CK  ,LEPA_EDDF
QSM2215 ,OMDB_LTFM
TKJ8HW  ,LTAI_LTFJ
THY6022 ,ESSA_ENGM
EVE827  ,LEMD_LEMD
VLG8023 ,LFPO_LEBL
AFR22SE ,LFPO_LFMN
TVP7208 ,EPWA_LTAI
CFG8DM  ,EDDL_LEPA
AFR6243 ,LFMN_LFPO
RYR8140 ,LEIB_LEBL
TCAHC   ,LTBW_LTBW
VLG1VB  ,LEMH_LEBL
RYR86ZR ,LEMD_LIMC
AFR9423 ,LFBO_LFPG
CAI7N   ,EDDL_LTAI
V631    ,LSZL_LSZL
UAL958  ,EGLL_KORD
FPO651  ,LFPG_DAAG
SAS47Y  ,ENVA_ENGM
IBE0026 ,LEMD_LEMD
RYR51FN ,EGCC_LEMG
EFD4E   ,LEPA_EDDS
CFG8KW  ,LEPA_EDDL
KNE558  ,LTFJ_LTCG
TUI43H  ,LEPA_EDDS
IBE6501 ,LEMD_LEMD
PVD53D  ,LEMG_EHAM
CXI78YE ,LEPA_EDDL
ANE3340 ,LEMD_LPPR
SAS368  ,ENGM_ENVA
TKJ3MA  ,LTFJ_LTFE
SAS476  ,ENBR_ENVA
DIATP   ,LEPA_EDDL
NOS17LP ,LIMC_LICZ
SAS486  ,ENGM_ESSA
NJE747M ,LSZH_LEPA
BAW2PD  ,EGLL_KORD
THY3UA  ,LTFM_LTFM
CFG9YT  ,LEPA_EDDL
EZS29KJ ,LSGG_LFMN
ITY1744 ,LICZ_LIRF
THY6408 ,EDDF_LTFM
TVF576Y ,LFPO_LPPT
THY4957 ,LTAI_LTFM
EWG8AR  ,EDDM_LEPA
DISCV   ,EHAM_LFMN
VJH365  ,EHAM_EIDW
OOMST   ,EHAM_EKCH
THY1RQ  ,LTFM_LTFM
KLM58C  ,EHAM_LOWW
CAI39QJ ,EGKK_LTAI
ETP66   ,EGDM_EGDM
ANE8955 ,EBMB_LEMD
IBS3827 ,LEMD_LEMD
GOCRM   ,EGLM_EGLM
CFG7EL  ,LEPA_EDDF
UPS291  ,EFHK_ESSA
NSZ4158 ,EKCH_ESSA
IBE6117 ,LEMD_LEMD
TVF7657 ,LPPT_LFPO
WZZ6316 ,LEBL_LIMC
FDB8132 ,LTFM_OMDB
AFR96RT ,LFPG_EHAM
CFG5VL  ,EDDM_LEPA
RYR11AL ,LICZ_LIRF
BCS8210 ,LEMD_LPPR
N702TR  ,EGSS_EIDW
KLM77F  ,EHAM_EHAM
TVF2620 ,LFPO_LPPR
ELY226  ,LFPG_LEBL
FJHHF   ,LFMA_LFMA
CAI7P   ,EGCC_LTAI
SXS1SV  ,EGCC_LTAI
NJE921U ,LEPA_LEBL
N676BA  ,LSGG_LFMN
GBNUL   ,EGTB_EGTB
N6918C  ,EGBJ_EGBJ
DBOLT   ,EDDL_EDDM
GES081F ,LEMD_LEPA
SAS7012 ,ESSA_EFHK
AFR373V ,LFBO_LFPG
IBS3909 ,LEMD_LEMD
ENT7021 ,EPWA_LTAI
TVF4752 ,LFPO_LEBL
FYS31AL ,LECU_LECU
NSZ3213 ,ESSA_EKCH
SVW46DD ,LSGG_LFMN
PGT1919 ,LCEN_LTFJ
NOZ826  ,ENGM_ESSA
LAV6115 ,LEPA_EDDS
LAV6881 ,LEPA_EDDH
WIF6MN  ,ENVA_ENBR
TVF745U ,LPPR_LFPO
UAE9903 ,EHAM_EDDF
RTG5548 ,ENBR_ENVA
AEA009  ,LEPA_LEMD
TRA17A  ,LPPT_EHAM
RYR5LW  ,LEMD_LEMD
SXS9VU  ,EGCC_LTAI
TUI3PY  ,EDDS_LEPA
EJU68CG ,EGKK_LPFR
DEBGT   ,EDFE_EDFE
IBE3167 ,EGLL_LEMD
KLM1587 ,EHAM_LPPT
VLG8WR  ,LIRF_LEBL
TKJ2NW  ,LTFJ_LTCG
WIF9L   ,ENBR_ENZV
LOT6209 ,EPWA_LTAI
EIN581  ,LEMG_EIDW
CAI5YV  ,EDDL_LTAI
HAT034P ,LEMD_LPPR
TVF7614 ,LFPO_LPPR
RYR1132 ,LPPT_LPMA
RYR367C ,LEPA_EGCC
2SIRI   ,EGLK_EGLK
RYR671  ,EGBB_EIDW
LHX2063 ,EDDH_EDDM
EWG5ET  ,EDDK_LEPA
FEND    ,EGTK_EGTK
SAS99L  ,EHAM_ESSA
SWR9DC  ,LSZH_LEPA
SN84XP  ,EPBC_EPBC
CFG1YX  ,LEPA_EDDL
EUL3T   ,EDDM_LEPA
RYR2715 ,EGKK_LEAL
CFG8TA  ,LEPA_EDDF
CFG8VL  ,LEPA_EDDF
FJO51Z  ,LEIB_LEBL
TVS75J  ,LEPA_EDDF
IBE3429 ,LFPG_LEMD
NSZ8925 ,ESSA_ENGM
CFG9TW  ,EDDL_LEPA
AFR4146 ,LFPO_LFMN
EWG34A  ,LEPA_EDDK
NOZ172  ,ENBR_ENVA
DCAWH   ,LEMD_EDDF
TOM6PG  ,LEPA_EGKK
ETP77   ,EGDM_EGDM
MSA9792 ,LICZ_LIRF
RZO171  ,LPPR_LPPT
GES201D ,LEMD_LEMD
TVF961Q ,LFPO_LIRF
IJM158  ,EDDL_EDDM
EDW244Y ,LSZH_LEPA
TAH6104 ,EDDK_LTAI
FDX9233 ,LFPG_EDDF
BIX109  ,EKCH_ENGM
CFG9ZX  ,LEPA_EDDL
GAC556F ,EHAM_EDDF
SAS719  ,EFHK_ESSA
TLJ250T ,LEMD_LEIB
CFG8LT  ,LEPA_EDDL
CFG1XF  ,LEPA_EDDL
TRA133X ,EHAM_LEBL
PGT2830 ,LTFJ_LTCG
TOM91L  ,EGCC_LEPA
SAS51P  ,EKCH_EHAM
BCS89N  ,EGLL_LFPG
GES211B ,LEMD_LPPR
CFG7XK  ,EDDL_LEPA
VLG2SZ  ,LEMD_LEBL
AFR89JR ,EHAM_LFPG
THY6404 ,EDDF_LTFM
SAS4159 ,ENVA_ENBR
FGSBQ   ,LFPL_LFPL
QQE708  ,SKBO_LEMD
EZS74GN ,LSGG_LFMN
PGT2024 ,LTFJ_LTAI
FBY36C  ,LEBG_LEBG
DBT510  ,LSGG_LFMN
NOZ548  ,ENGM_ENZV
HBFQN   ,LSZC_LSZC
UAE4RK  ,EHAM_EDDF
EJU41NE ,EGKK_LPFR
TCKLN   ,LTFM_LTFE
TCDZM   ,LTFM_LTFE
THY6172 ,LTFM_LTFM
PAV721  ,LSGG_LFMN
KAC183  ,LFPG_LFMN
ITY1724 ,LICZ_LIRF
REV6AF  ,EGNX_EGNX
JFA54D  ,LEPA_EDDM
PGT96KD ,EDDL_LTAI
PGT26AN ,LTCG_LTFJ
EZY6421 ,EGKK_LEBL
NOZ625  ,ENBR_ENGM
CPA008  ,EGLL_LFPG
VLG2QJ  ,LFPO_LEBL
TRA084  ,LPPT_EHAM
NOZ774  ,ENGM_ENVA
SVA122  ,EGLL_OMDB
PGT17DG ,LTCG_LTFJ
SAS4154 ,ENBR_ENVA
ETR895  ,LEMD_LEMD
AFR38MY ,LEMD_LFPG
AFR26ZE ,LFPG_EHAM
RJA167  ,OMDB_LTFM
TKJ5202 ,LTAI_LTFJ
JTD9612 ,ESSA_EFHK
RTG5544 ,ENGM_ENVA
THY6914 ,LTFM_LTAI
GEDGA   ,EGWN_EGWN
DCUVH   ,LOWW_EDDB
VLG9FC  ,LEBL_LPPT
CAI8BZ  ,LTAI_EDDL
EVE145P ,LEMD_LEBL
EJU37KJ ,EKCH_LFPG
BCS6778 ,LFPG_EGLL
CPA2014 ,LFPG_EHAM
EZY65RN ,EGKK_LEMG
VLG891R ,LEMH_LEBL
PHLAU   ,LEIB_LEBL
EXS9BY  ,EGCC_LTAI
RYR6363 ,LEPA_LEBL
SAS54G  ,ESSA_EFHK
QAV30E  ,EHAM_LSZH
THY5TV  ,LTFM_LTFM
EWG1TK  ,EDDS_LEPA
IRB9702 ,OMDB_LTFM
THY9PU  ,LTFM_LTFM
MGH205  ,LTAI_EDDK
IBE6460 ,LEMD_LEMD
EXS86FT ,EGCC_LTAI
YIF106  ,ENBR_ENVA
CXI8F   ,EDDL_LEPA
GWI67NA ,EDDM_EDDH
HBZQK   ,EHAM_EHAM
TOM4GE  ,LEPA_EGKK
BAW924  ,EGKK_EIDW
RYR8136 ,LEBL_LEIB
VLG404P ,LEBL_LEMG
CAI1073 ,EDDK_LTAI
SUA702  ,EDDM_EDDH
TOM97M  ,EGKK_LPFR
SAS718  ,ESSA_EFHK
IBE6171 ,LEMD_LEMD
CFG6WL  ,EDDS_LEPA
IBE3209 ,EBMB_LEMD
SAS460  ,EKCH_ENGM
ITY1752 ,LICZ_LIRF
VJH247  ,LEIB_LEPA
BAW318  ,EGLL_LFPG
LHX2062 ,EDDM_EDDH
THY2648 ,LTFM_LTFM
ULR412A ,EGPD_EGPD
EJU1742 ,LSGG_LFMN
RYR2012 ,LEMD_LEMD
NOZ626  ,ENGM_ENBR
EZS25ZB ,LSGG_LFMN
AEA008  ,LEMD_LEPA
LTC701  ,LEIB_LEBL
ORO1044 ,LEIB_LEBL
CAI3B   ,LTAI_EDDL
CAI3W   ,EDDK_LTAI
TKJ7YL  ,LTFJ_LTFE
ANE17LN ,EDDF_LEMD
LTR55F  ,ENBR_ENZV
RYR2335 ,EHAM_LEMG
KLM77U  ,EHAM_LEMG
TKJ9RX  ,LTFJ_LTCG
AEA55GR ,LEMD_LEMD
RYR917E ,LEMG_EIDW
MGH701  ,LTAI_EDDL
MGH606  ,EDDK_LTAI
NSZ6WT  ,EKCH_ENGM
NSZ3205 ,ESSA_EKCH
EST9001 ,ESSA_EKCH
CFG1XT  ,LSZH_LEPA
SVA276  ,LTFM_OMDB
RJA168  ,LTFM_OMDB
QFY41T  ,LECU_LECU
KAL517  ,EHAM_EDDF
SCQ7U   ,ENGK_ENGK
TRA82C  ,EHAM_LEMG
VLG25TR ,LEBL_LEMD
ANE8774 ,LEMD_LPPT
OCN4080 ,EDDF_EDDM
IBE6583 ,LEMD_SKBO
CFG2LV  ,EDDF_LEPA
